error_id,entity_type,entity_id,context,url,error_name,description,occurred_at,resolved
254,fight,34ce39dcc45787c6,,http://ufcstats.com/fight-details/34ce39dcc45787c6,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:31:03,0
255,fight,b1aa2a2e7a56667b,,http://ufcstats.com/fight-details/b1aa2a2e7a56667b,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:31:10,0
256,fight,f3e7ac4055e7a453,,http://ufcstats.com/fight-details/f3e7ac4055e7a453,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:31:12,0
257,fight,5732b6966c2232c4,,http://ufcstats.com/fight-details/5732b6966c2232c4,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:31:26,0
258,fight,565ecefd8a37ad7e,,http://ufcstats.com/fight-details/565ecefd8a37ad7e,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:31:32,0
259,fight,bc0190e0e7f80d82,,http://ufcstats.com/fight-details/bc0190e0e7f80d82,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:31:32,0
260,fight,bc7147fd7b8db8e9,,http://ufcstats.com/fight-details/bc7147fd7b8db8e9,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:31:55,0
261,fight,5116d22da5be2ffa,,http://ufcstats.com/fight-details/5116d22da5be2ffa,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:32:11,0
262,fight,ee1da0f9a06ea0ae,,http://ufcstats.com/fight-details/ee1da0f9a06ea0ae,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:32:24,0
263,fight,26024189488b22a5,,http://ufcstats.com/fight-details/26024189488b22a5,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:32:44,0
264,fight,2b39788a4f9530d1,,http://ufcstats.com/fight-details/2b39788a4f9530d1,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:32:52,0
265,fight,04ab1542925032ea,,http://ufcstats.com/fight-details/04ab1542925032ea,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:32:56,0
266,fight,eb8a108217b234cb,,http://ufcstats.com/fight-details/eb8a108217b234cb,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:32:56,0
267,fight,209e1ac3966c6c41,,http://ufcstats.com/fight-details/209e1ac3966c6c41,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:01,0
268,fight,e491dcf5c243c088,,http://ufcstats.com/fight-details/e491dcf5c243c088,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:01,0
269,fight,fe7c434ced7759e5,,http://ufcstats.com/fight-details/fe7c434ced7759e5,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:02,0
270,fight,5511eaf7873c4a21,,http://ufcstats.com/fight-details/5511eaf7873c4a21,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:02,0
271,fight,12053410a45e4311,,http://ufcstats.com/fight-details/12053410a45e4311,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:12,0
272,fight,5216d14d649ed5db,,http://ufcstats.com/fight-details/5216d14d649ed5db,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:16,0
273,fight,a41f67bc1174ad85,,http://ufcstats.com/fight-details/a41f67bc1174ad85,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:21,0
274,fight,0953c5573290719a,,http://ufcstats.com/fight-details/0953c5573290719a,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:25,0
275,fight,8789acd6479f7b31,,http://ufcstats.com/fight-details/8789acd6479f7b31,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:25,0
276,fight,5618bcff9d742d85,,http://ufcstats.com/fight-details/5618bcff9d742d85,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:42,0
277,fight,b361da093a16a614,,http://ufcstats.com/fight-details/b361da093a16a614,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:45,0
278,fight,ac1643d70b0b984c,,http://ufcstats.com/fight-details/ac1643d70b0b984c,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:48,0
279,fight,7d7e4e72d08fb331,,http://ufcstats.com/fight-details/7d7e4e72d08fb331,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:54,0
280,fight,c6cb0d84501c98d3,,http://ufcstats.com/fight-details/c6cb0d84501c98d3,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:54,0
281,fight,704cf5fe7c155e66,,http://ufcstats.com/fight-details/704cf5fe7c155e66,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:33:54,0
282,fight,bcb38a9d29822d3d,,http://ufcstats.com/fight-details/bcb38a9d29822d3d,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:34:11,0
283,fight,9be14b958737f074,,http://ufcstats.com/fight-details/9be14b958737f074,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:34:13,0
284,fight,b30407b833e96f96,,http://ufcstats.com/fight-details/b30407b833e96f96,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:34:25,0
285,fight,b48fdc15154b542e,,http://ufcstats.com/fight-details/b48fdc15154b542e,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:34:26,0
286,fight,773c36a7891b8567,,http://ufcstats.com/fight-details/773c36a7891b8567,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:34:31,0
287,fight,4146a71795a084f0,,http://ufcstats.com/fight-details/4146a71795a084f0,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:34:49,0
288,fight,66b5615704b18de0,,http://ufcstats.com/fight-details/66b5615704b18de0,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:34:53,0
289,fight,e935a2b543d057e5,,http://ufcstats.com/fight-details/e935a2b543d057e5,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:34:56,0
290,fight,1b5f32e4fd52225b,,http://ufcstats.com/fight-details/1b5f32e4fd52225b,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:35:02,0
291,fight,30cbe5ff6b997f8e,,http://ufcstats.com/fight-details/30cbe5ff6b997f8e,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:35:09,0
292,fight,54c58e879d0a8d36,,http://ufcstats.com/fight-details/54c58e879d0a8d36,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:35:17,0
293,fight,8993e293a63bb5f3,,http://ufcstats.com/fight-details/8993e293a63bb5f3,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:35:18,0
294,fight,9a27064991a9e9d4,,http://ufcstats.com/fight-details/9a27064991a9e9d4,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:35:19,0
295,fight,dc51846a645f0428,,http://ufcstats.com/fight-details/dc51846a645f0428,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:35:34,0
296,fight,36cc34108a238ba3,,http://ufcstats.com/fight-details/36cc34108a238ba3,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:36:01,0
297,fight,80baa3ae3092693d,,http://ufcstats.com/fight-details/80baa3ae3092693d,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:36:14,0
298,fight,badfa1ceb1d9662c,,http://ufcstats.com/fight-details/badfa1ceb1d9662c,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:36:15,0
299,fight,4fb8347a5c424198,,http://ufcstats.com/fight-details/4fb8347a5c424198,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:36:15,0
300,fight,6a2e067492347f51,,http://ufcstats.com/fight-details/6a2e067492347f51,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:36:15,0
301,fight,f6b66c307423061c,,http://ufcstats.com/fight-details/f6b66c307423061c,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:36:20,0
302,fight,39c0c09f8976dafa,,http://ufcstats.com/fight-details/39c0c09f8976dafa,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:37:16,0
303,fight,ec2ceffc80b80fb8,,http://ufcstats.com/fight-details/ec2ceffc80b80fb8,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:37:26,0
304,fight,c70c214b3eac2b93,,http://ufcstats.com/fight-details/c70c214b3eac2b93,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:37:26,0
305,fight,9b3b15de4c8d9029,,http://ufcstats.com/fight-details/9b3b15de4c8d9029,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:37:32,0
306,fight,98d15e32630438d8,,http://ufcstats.com/fight-details/98d15e32630438d8,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:37:36,0
307,fight,860ba4c51eca6a7d,,http://ufcstats.com/fight-details/860ba4c51eca6a7d,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:37:36,0
308,fight,577d8e25cf71566c,,http://ufcstats.com/fight-details/577d8e25cf71566c,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:37:41,0
309,fight,e821a0960a9dac35,,http://ufcstats.com/fight-details/e821a0960a9dac35,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:37:41,0
310,fight,5e6ab3c7d664daa7,,http://ufcstats.com/fight-details/5e6ab3c7d664daa7,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:37:53,0
311,fight,010b638fd558699a,,http://ufcstats.com/fight-details/010b638fd558699a,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:38:09,0
312,fight,dd821478446b6c78,,http://ufcstats.com/fight-details/dd821478446b6c78,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:38:15,0
313,fight,339b8d0fe27e1603,,http://ufcstats.com/fight-details/339b8d0fe27e1603,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:38:16,0
314,fight,7458b1b3923fc2df,,http://ufcstats.com/fight-details/7458b1b3923fc2df,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:38:19,0
315,fight,b0aee0248b292201,,http://ufcstats.com/fight-details/b0aee0248b292201,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:38:19,0
316,fight,79438e61641cce04,,http://ufcstats.com/fight-details/79438e61641cce04,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:38:20,0
317,fight,9e1836b84e5465de,,http://ufcstats.com/fight-details/9e1836b84e5465de,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:38:37,0
318,fight,f3000eff02664be4,,http://ufcstats.com/fight-details/f3000eff02664be4,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:38:56,0
319,fight,de4300c6c9900cca,,http://ufcstats.com/fight-details/de4300c6c9900cca,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:38:57,0
320,fight,5485d6f729e8b4b0,,http://ufcstats.com/fight-details/5485d6f729e8b4b0,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:05,0
321,fight,3618566df6c6a26e,,http://ufcstats.com/fight-details/3618566df6c6a26e,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:05,0
322,fight,83c354730b54cc61,,http://ufcstats.com/fight-details/83c354730b54cc61,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:07,0
323,fight,5735250a204e2d47,,http://ufcstats.com/fight-details/5735250a204e2d47,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:14,0
324,fight,04eb7c9749f08f5b,,http://ufcstats.com/fight-details/04eb7c9749f08f5b,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:14,0
325,fight,36cf2a8849a4a6ff,,http://ufcstats.com/fight-details/36cf2a8849a4a6ff,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:26,0
326,fight,526b3c44a3955726,,http://ufcstats.com/fight-details/526b3c44a3955726,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:30,0
327,fight,982eea5a54537892,,http://ufcstats.com/fight-details/982eea5a54537892,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:44,0
328,fight,3bbbd72872122cd6,,http://ufcstats.com/fight-details/3bbbd72872122cd6,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:49,0
329,fight,05dab1fe544f0030,,http://ufcstats.com/fight-details/05dab1fe544f0030,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:52,0
330,fight,ca52d846efa59f8d,,http://ufcstats.com/fight-details/ca52d846efa59f8d,PartialFightParse,"expected 2 round-by-round tables, found 0 -- this fight likely has no round stats on ufcstats.com (common for older fights)",2026-08-11 06:39:59,0
