event_id,fight_id,weight_class,title_fight,r_id,b_id,winner_id,result_status,method,round,time,time_format,referee,details
277ffed20cf07aea,138f719d370e8ba0,Women's Featherweight,0,39d91e95949de3d9,d3f5d33d61cd00c9,d3f5d33d61cd00c9,win,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 27 - 30. Bryan Miner 29 - 28. Junichiro Kamijo 28 - 29.
1174782eacde9b0c,a8a4c9f98ff73839,Lightweight,0,fd406a32a6fb3a29,c739c2995a275314,fd406a32a6fb3a29,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Loic Pora,David Lethaby 27 - 30. Darryl Ransom 27 - 30. Junichiro Kamijo 28 - 29.
3ba3b5cc94498437,07df55cb3cc0ec30,Bantamweight,0,4417980b3e798abf,7ea4a9f07df33a45,4417980b3e798abf,win,Submission,3,1:57,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke
c6da1c24fe473418,6463a48c9347a9f3,Bantamweight,0,4417980b3e798abf,f95381efb3051d81,f95381efb3051d81,win,KO/TKO,1,4:05,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance
852454c572675334,3d9398386c84109b,Lightweight,0,a8283a4f415e1eb9,e5c9de15bb58b1c6,a8283a4f415e1eb9,win,KO/TKO,2,4:10,3 Rnd (5-5-5),Marc Goddard,Knee to Body In Clinch
49e7e05f902479ca,8803935990adafc1,Lightweight,0,e5c9de15bb58b1c6,55ee431411ccf07a,55ee431411ccf07a,win,KO/TKO,1,0:53,3 Rnd (5-5-5),Todd Ronald Anderson,Knees to Body In Clinch
f1b2a4365799c48b,8e4650807ea06626,Bantamweight,0,3c0437fbeda06962,4417980b3e798abf,3c0437fbeda06962,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Sal D'amato 28 - 29. Claude Paquette 28 - 29. Benoit Roussel 27 - 30.
601cf40c09090853,1d43112d98de273a,Lightweight,0,75e5fec9f72910ef,e5c9de15bb58b1c6,e5c9de15bb58b1c6,win,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Sal D'amato 28 - 29. Jeff Collins 29 - 28. Junichiro Kamijo 28 - 29.
ef7fa30364cbe7f2,0b8fdeeb626b4396,Lightweight,0,4f732e58ed907eff,e5c9de15bb58b1c6,e5c9de15bb58b1c6,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Andy Haigh 27 - 30. Garth Harriman 27 - 30. Andy Roberts 28 - 29.
ad32471f01e7b1a5,81b5e933186a685a,Lightweight,0,029880cdbf5ca089,e5c9de15bb58b1c6,029880cdbf5ca089,win,Decision - Split,3,5:00,3 Rnd (5-5-5),Rob Hinds,Kelvin Caldwell 29 - 28. Cecil Peoples 28 - 29. Glenn Trowbridge 28 - 29.
